"tag"	"quadrat"	"subquad"	"spcode"	"quadrat_gx"	"quadrat_gy"	"gx"	"gy"	"lx"	"ly"	"elev"	"dbh_cm"	"hom"	"status"
"1"	25793	1897	"sw"	"ulmrub"	20	20	36.9026452799126	11.082976222288	3.10010301082488	3.38	226.95	"7.3"	1.3	"alive"
"2"	25794	1897	"sw"	"lonmaa"	20	20	-20.4256857455171	39.0209485008146	-0.0738842762156415	9.14	227.8	"23.3"	1.3	"alive"
"3"	25794	1897	"sw"	"lonmaa"	20	20	32.7611874147909	34.8508860267955	-0.101935260267425	9.14	227.8	"25.4"	1.3	"alive"
"4"	25795	1897	"sw"	"asitri"	20	20	31.7484174208776	39.6984042472822	2.17199430340606	6.91	227.57	"37.1"	1.3	"alive"
"5"	25796	1897	"sw"	"acerub"	20	20	35.9906485393396	20.2517279312448	8.22253716684673	1.26	227.25	"16.9"	1.3	"alive"
"6"	25797	1897	"nw"	"acerub"	20	20	-5.39645975582725	31.6133820095757	-0.300902308755681	15.49	229.13	"12"	1.3	"alive"
"7"	25798	1897	"nw"	"acerub"	20	20	35.4785178063655	28.3426611655564	1.63610327159022	17.68	229.68	"29.3"	1.3	"alive"
"8"	25799	1897	"nw"	"diovir"	20	20	-6.00442626828209	30.254849567633	1.24593754174375	18.38	229.59	"4.3"	1.3	"alive"
"9"	25800	1897	"nw"	"lonmaa"	20	20	38.7287194488707	47.6015299787563	3.84694575902191	14.2	229.28	"17.4"	1.3	"alive"
"10"	25801	1897	"nw"	"asitri"	20	20	7.09046502523727	25.4947417209542	7.28159412833583	18.41	230.24	"37.7"	1.3	"alive"
"11"	25802	1897	"nw"	"asitri"	20	20	26.185309566025	50.6475204434371	7.90791140029492	17.68	230.45	"33.5"	1.3	"alive"
"12"	25802	1897	"nw"	"asitri"	20	20	18.4978245180374	31.841196640012	8.27631891866292	17.68	230.45	"36.1"	1.3	"alive"
"13"	25802	1897	"nw"	"asitri"	20	20	12.2595215674368	20.4095513372151	8.67129759988027	17.68	230.45	"38"	1.3	"alive"
"14"	25803	1897	"ne"	"asitri"	20	20	18.9203831476123	33.3909974285801	13.6000493215425	13.03	229.82	"5.7"	1.3	"alive"
"15"	25804	1897	"ne"	"diovir"	20	20	37.2726869560888	52.0917215130595	19.2630996443431	19.57	231.3	"3.8"	1.3	"alive"
"16"	25805	1897	"ne"	"linben"	20	20	29.4482308733045	55.7475652127165	19.5448443395863	10.63	230.36	"7.1"	1.3	"alive"
"17"	25806	1897	"ne"	"diovir"	20	20	22.308381795008	25.7115682569801	20.2277884176619	10.3	230.49	"5"	1.3	"alive"
"18"	25807	1897	"se"	"cercan"	20	20	49.3173655487967	16.0341399542859	18.2447783402366	8.28	229.98	"7.4"	1.3	"alive"
"19"	25808	1897	"se"	"diovir"	20	20	30.3038576865992	12.9918854672516	18.9898911917851	9.17	230.22	"4.3"	1.3	"alive"
"20"	25809	1897	"se"	"celocc"	20	20	46.0170289559624	43.4011721161726	18.2857073065289	8.26	230.23	"6"	1.3	"alive"
"21"	25810	1897	"se"	"acerub"	20	20	38.99343551736	33.7192132098979	18.7323633596152	8.76	230.27	"43.3"	1.3	"alive"
"22"	25811	1897	"se"	"asitri"	20	20	48.6922978066463	30.7193114883992	16.1001564085232	3.64	229.19	"29.9"	1.3	"alive"
"23"	25753	1898	"sw"	"acerub"	20	40	42.6686827009185	55.5388641936655	5.35074327884511	8.86	231.3	"29.6"	1.3	"alive"
"24"	25754	1898	"nw"	"acerub"	20	40	19.850469964621	53.7359840106451	1.78896677493681	11.32	231.36	"23.5"	1.3	"alive"
"25"	25755	1898	"nw"	"unknown"	20	40	9.24285078963215	51.7530244126537	1.25026497111353	12.63	231.3	"11.3"	1.3	"alive"
"26"	25756	1898	"nw"	"asitri"	20	40	12.3513005639385	54.4007810183001	1.54644754439827	16.3	231.68	"16.5"	1.32	"alive"
"27"	25757	1898	"nw"	"ulmrub"	20	40	2.61185425615205	49.8940423175175	1.03132927362664	17.85	231.74	"14"	1.3	"alive"
"28"	25757	1898	"nw"	"ulmrub"	20	40	35.4651055940113	64.481360858994	1.4790919829092	17.85	231.74	"19"	1.3	"alive"
"29"	25758	1898	"nw"	"diovir"	20	40	24.2960787576358	54.7228555397835	7.46567512043959	17.25	232.04	"5.4"	1.3	"alive"
"30"	25759	1898	"nw"	"plaocc"	20	40	17.4632343616137	58.6073395292602	9.13675217358324	18.68	232.18	"5.3"	1.3	"alive"
"31"	25760	1898	"nw"	"plaocc"	20	40	36.0902009763222	61.7922573304671	7.74156470575454	18.19	232.17	"2.9"	1.3	"alive"
"32"	25761	1898	"nw"	"pruser"	20	40	30.5971355430499	37.7844249275943	7.9393129538168	17.18	232.07	"45.9"	1.3	"alive"
"33"	25762	1898	"nw"	"asitri"	20	40	52.6444223329401	48.7862260398728	12.7301805046926	16.69	232.27	"11"	1.3	"alive"
"34"	25763	1898	"nw"	"asitri"	20	40	15.5278095461348	68.912415657529	11.3226584528101	12.85	231.92	"14.2"	1.3	"alive"
"35"	25764	1898	"nw"	"asitri"	20	40	10.2221904312762	59.3401330117064	9.71470022598277	11.37	231.81	"11.9"	1.3	"alive"
"36"	25765	1898	"nw"	"ostvir"	20	40	-3.71994184938134	66.7447423124202	6.94910921352628	12.7	231.62	"14"	1.3	"alive"
"37"	25766	1898	"ne"	"diovir"	20	40	30.9975423372593	64.5094766074719	10.4329092928802	10.04	231.86	"7"	1.3	"alive"
"38"	25767	1898	"ne"	"unknown"	20	40	26.7772558940127	45.2745911791749	10.5135910456008	11.32	232.04	"26.6"	1.3	"alive"
"39"	25768	1898	"ne"	"diovir"	20	40	37.4218371242054	52.9773962633194	10.5777451754221	12.69	231.98	"4.5"	1.3	"alive"
"40"	25769	1898	"ne"	"lonmaa"	20	40	27.6282405156927	56.4471683779069	9.64619215843722	14.34	232.24	"30.7"	1.3	"alive"
"41"	25770	1898	"ne"	"cercan"	20	40	20.7264065229332	50.4407247833055	10.4693558391922	17.01	232.36	"13"	1.3	"alive"
"42"	25771	1898	"ne"	"carcor"	20	40	31.2352170740209	76.9064507958385	11.8694811872518	17.84	232.48	"23.1"	1.3	"alive"
"43"	25772	1898	"ne"	"asitri"	20	40	26.6733285238744	73.0372590809178	14.3302040946	17.93	232.51	"8.4"	1.3	"alive"
"44"	25773	1898	"ne"	"tilame"	20	40	29.2803590555664	69.8100115113079	14.3673522331352	17.91	232.58	"6.3"	1.3	"alive"
"45"	25774	1898	"ne"	"unknown"	20	40	18.5439099189548	72.7779198734057	14.4202932115685	17.62	232.5	"37.3"	1.3	"alive"
"46"	25775	1898	"ne"	"carcor"	20	40	39.5395862251049	67.8115307858736	15.3244364668179	15.1	232.34	"8"	1.3	"alive"
"47"	25776	1898	"ne"	"carcor"	20	40	37.546471675402	62.1810963090774	18.0151197270548	12.56	232.25	"9.5"	1.3	"alive"
"48"	25777	1898	"ne"	"carcor"	20	40	42.2595481755134	63.0401375060916	14.0140835965634	12.84	232.2	"12.5"	1.3	"alive"
"49"	25778	1898	"ne"	"prusp"	20	40	36.2393135954388	54.5481596799608	13.4793777050755	12.09	232.11	"5.7"	1.3	"alive"
"50"	25779	1898	"ne"	"cercan"	20	40	44.0816941855374	49.2074816306461	14.8622738760182	11.64	232.26	"6.6"	1.3	"alive"
"51"	25780	1898	"ne"	"diovir"	20	40	30.8647234320747	62.7926787671377	14.3509840018514	10.2	232.14	"6.3"	1.3	"alive"
"52"	25781	1898	"se"	"diovir"	20	40	21.7620374802685	30.7091453084217	10.0078035067746	3.59	231.11	"11.2"	1.3	"alive"
"53"	25782	1898	"se"	"asitri"	20	40	41.2090469940899	44.1731670547205	12.938759687912	6.24	231.65	"52.9"	1.3	"alive"
"54"	25783	1898	"se"	"unknown"	20	40	35.4657418393479	45.9081462779314	16.5787744261119	8.13	231.96	"21.6"	1.3	"alive"
"55"	25784	1898	"se"	"celten"	20	40	25.4862654102524	62.4743917986015	19.0784421852667	8.03	231.98	"5.3"	1.3	"alive"
"56"	25787	1898	"se"	"ulmrub"	20	40	61.7617988718991	36.891236393622	20.1629109314363	5.91	232.01	"26.2"	1.3	"alive"
"57"	25788	1898	"se"	"lonmaa"	20	40	43.0401571110809	38.9047401169436	19.5589049937343	4.02	231.72	"8.6"	1.3	"alive"
"58"	25789	1898	"se"	"cercan"	20	40	58.2074686963238	26.2272596394695	17.8493487728852	5.11	231.79	"4.4"	1.3	"alive"
"59"	25790	1898	"se"	"quesp"	20	40	20.2441223662174	38.0815379204363	16.4126036177621	4.04	231.64	"7.8"	1.3	"alive"
"60"	25791	1898	"se"	"carcor"	20	40	57.7351743025652	47.8533872978219	19.0523495454499	1.6	231.58	"23"	1.3	"alive"
"61"	25792	1898	"se"	"diovir"	20	40	39.4806787078123	31.8136252442417	18.4630107217745	1.41	231.55	"3.4"	1.3	"alive"
"62"	28770	1899	"sw"	"asitri"	20	60	0.890281892880996	67.9159456057009	2.91470841189609	1.54	232.1	"29.9"	1.3	"alive"
"63"	28770	1899	"sw"	"asitri"	20	60	4.45170134924535	53.6871244568996	3.79432511277484	1.54	232.1	"36"	1.3	"alive"
"64"	28771	1899	"sw"	"morrub"	20	60	24.8751404033827	43.1615827258067	4.9956190640077	1.46	232.09	"3.4"	1.3	"alive"
"65"	28772	1899	"sw"	"plaocc"	20	60	21.2280282799145	69.6248019566951	3.1675508452569	5.57	232.13	"3.3"	1.3	"alive"
"66"	28773	1899	"sw"	"morrub"	20	60	17.2438716597726	63.0049999444115	1.644214206325	6.33	232.08	"3.2"	1.3	"alive"
"67"	28774	1899	"sw"	"carcor"	20	60	30.6509905427358	81.6109144386497	5.26118203144189	6.65	232.26	"33.7"	1.3	"alive"
"68"	28775	1899	"sw"	"lonmaa"	20	60	11.3399804322206	61.8009397751406	4.87324292478802	8.51	232.45	"54.2"	1.3	"alive"
"69"	28776	1899	"sw"	"diovir"	20	60	4.42486708216928	69.6037816801837	4.00106398155025	10.8	232.42	"2.7"	1.3	"alive"
"70"	28777	1899	"sw"	"malioe"	20	60	22.1742591168294	47.8372445162904	2.4658022493504	10.44	232.43	"3.8"	1.3	"alive"
"71"	28777	1899	"sw"	"malioe"	20	60	7.25110284033251	67.1822226564479	3.50822148312372	10.44	232.43	"4.3"	1.3	"alive"
"72"	28777	1899	"sw"	"malioe"	20	60	25.5596605703286	60.0120664069396	4.15277515447771	10.44	232.43	"4.9"	1.3	"alive"
"73"	28777	1899	"sw"	"malioe"	20	60	26.6028130831337	73.4110042106866	3.22826980821802	10.44	232.43	"5"	1.3	"alive"
"74"	28778	1899	"nw"	"cercan"	20	60	36.6734363960562	49.9849418401708	1.89523909542609	13.35	232.15	"2.7"	1.3	"alive"
"75"	28779	1899	"nw"	"ostvir"	20	60	12.5757913676031	53.1426080658986	2.22121479032192	14.42	232.12	"2.8"	1.3	"alive"
"76"	28780	1899	"nw"	"malioe"	20	60	37.6600498892802	63.4684818343749	2.4967931872547	15.58	232.09	"7.9"	1.24	"alive"
"77"	28781	1899	"nw"	"malioe"	20	60	18.4663688796936	96.5014252114385	0.93015586889196	16.36	232.02	"4.5"	1.3	"alive"
"78"	28782	1899	"nw"	"malioe"	20	60	20.401412242548	47.7109532471542	1.99885414424029	16.1	232.03	"2"	1.3	"alive"
"79"	28782	1899	"nw"	"malioe"	20	60	-9.03241638585012	79.7111703853344	0.925868672001879	16.1	232.03	"7.2"	1.3	"alive"
"80"	28783	1899	"nw"	"cercan"	20	60	-14.2289348168184	78.9202135469789	1.81201372361062	16.64	232	"4.9"	1.3	"alive"
"81"	28784	1899	"nw"	"malioe"	20	60	2.20495463375737	89.9020483335444	0.603983604109627	15.95	232.01	"2.6"	1.3	"alive"
"82"	28784	1899	"nw"	"malioe"	20	60	27.8104334968008	89.1974430188169	0.877621236443108	15.95	232.01	"5.6"	1.3	"alive"
"83"	28785	1899	"nw"	"malioe"	20	60	6.36347869805004	90.4442769725259	0.533483451691836	14.95	231.95	"3.1"	1.3	"alive"
"84"	28786	1899	"nw"	"acerub"	20	60	39.2481465793046	69.8213258032517	10.0725511315197	19.81	232.32	"13.5"	1.3	"alive"
"85"	28787	1899	"ne"	"lonmaa"	20	60	28.2165420340591	81.6700175952383	12.3771992297312	17.92	232.37	"26.9"	1.3	"alive"
"86"	28788	1899	"ne"	"asitri"	20	60	23.1156164981543	78.9231542363233	11.7816301706747	18.57	232.42	"33.2"	1.3	"alive"
"87"	28789	1899	"ne"	"plaocc"	20	60	57.8818981642047	103.381082175665	13.6048220377595	19.43	232.18	"3.8"	1.3	"alive"
"88"	28790	1899	"ne"	"asitri"	20	60	18.6405588832971	69.6708659070777	16.0325166167457	18.47	232.12	"9.5"	1.3	"alive"
"89"	28791	1899	"ne"	"lonmaa"	20	60	32.6824959153285	91.2558263683333	14.8494386109557	16.63	232.31	"14.1"	1.3	"alive"
"90"	28792	1899	"ne"	"acerub"	20	60	25.8955297259364	88.4837599531068	15.4488362975427	17.37	232.24	"24.3"	1.3	"alive"
"91"	28793	1899	"ne"	"cordru"	20	60	45.7991058941686	85.0825514053464	18.9561106834662	17.77	231.91	"1.1"	1.3	"alive"
"92"	28794	1899	"ne"	"cordru"	20	60	12.7998789531895	84.0986965034787	18.8421741527226	16.46	231.99	"1"	1.3	"alive"
"93"	28794	1899	"ne"	"cordru"	20	60	45.1689908544427	85.2133755084663	18.3511871343229	16.46	231.99	"1.8"	1.3	"alive"
"94"	28795	1899	"ne"	"plaocc"	20	60	28.1746343906039	70.4070604724834	19.1904053892557	14.58	232.16	"5.5"	1.3	"alive"
"95"	28796	1899	"ne"	"pruser"	20	60	59.7520441313773	68.2532123613663	16.8831327278367	13.54	232.5	"30.1"	1.3	"alive"
